title,genres,product rating,user score,user ratings count,platform,metascore,metascore_count,img,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release date,last_update
Mighty Goose,2D Platformer,Rated E +10 For Everyone +10,7.5,13.0,PC,71,7,/games/boxart/full_8518557AmericaFrontccc.jpg,Unknown,Blastmode,,,,,,,6/5/2021,2021-06-02
Mighty Goose,2D Platformer,Rated E +10 For Everyone +10,7.5,13.0,PS4,tbd,3,/games/boxart/full_8797678AmericaFrontccc.jpg,Unknown,Blastmode,,,,,,,6/5/2021,2021-06-02
Mighty Goose,2D Platformer,Rated E +10 For Everyone +10,7.5,13.0,XOne,tbd,3,/games/boxart/full_9139560AmericaFrontccc.jpg,Unknown,Blastmode,,,,,,,6/5/2021,2021-06-02
ESPN Final Round Golf 2002,Golf Sim,Rated E For Everyone,,,GBA,70,10,/games/boxart/718672ccc.jpg,Konami,Konami Computer Entertainment Nagoya,6.0,0.17,0.12,,0.05,0.0,2001-08-28,
Tak and the Power of Juju,3D Platformer,Rated E For Everyone,7.6,12.0,PS2,68,28,/games/boxart/8643071ccc.jpg,THQ,Avalanche Software,,1.15,0.56,,0.44,0.15,2003-10-15,
Tak and the Power of Juju,3D Platformer,Rated E For Everyone,7.6,12.0,GC,71,16,/games/boxart/6903207ccc.jpg,THQ,Avalanche Software,,0.4,0.31,,0.08,0.01,2003-10-15,
Game of Thrones,Western RPG,Rated M For Mature,5.2,130.0,PS3,53,14,/games/boxart/default.jpg,Atlus,Cyanide Studios,,0.24,0.1,,0.11,0.04,2012-05-15,
Game of Thrones,Western RPG,Rated M For Mature,5.2,130.0,X360,52,35,/games/boxart/default.jpg,Atlus,Cyanide Studios,,0.26,0.15,,0.08,0.02,2012-05-15,
Game of Thrones,Western RPG,Rated M For Mature,5.2,130.0,PC,58,23,/games/boxart/full_game-of-thrones_813AmericaFront.jpg,Atlus,Cyanide Studios,,,,,,,2012-05-15,
Bleach: The Blade of Fate,2D Fighting,Rated T For Teen,6.1,19.0,DS,83,32,/games/boxart/4547981ccc.jpg,Sega,"Treasure Co., Ltd.",8.2,0.45,0.29,0.12,0.01,0.03,2007-10-09,
Nostradamus: The Last Prophecy,Adventure,Rated E +10 For Everyone +10,6.4,11.0,PC,70,10,/games/boxart/full_nostradamus-the-last-prophecy_842AmericaFront.jpg,MC2 Entertainment,Kheops Studio,,0.0,,,0.0,0.0,2007-09-30,
Avatar: Frontiers of Pandora,Open-World Action,Rated T For Teen,7.7,599.0,PC,72,86,/games/boxart/full_2460931AmericaFrontccc.jpg,Unknown,Ubisoft,,,,,,,12/7/2023,2021-06-12
Avatar: Frontiers of Pandora,Open-World Action,Rated T For Teen,7.7,599.0,PS5,72,28,/games/boxart/full_8272826AmericaFrontccc.jpg,Unknown,Ubisoft,,,,,,,12/7/2023,2021-06-12
Biomutant,Action RPG,Rated T For Teen,6.3,508.0,XOne,68,35,/games/boxart/full_8417296AmericaFrontccc.jpg,THQ Nordic,Experiment 101,,,,,,,2019-03-31,2021-08-18
Biomutant,Action RPG,Rated T For Teen,6.3,508.0,PS4,64,53,/games/boxart/full_6590692AmericaFrontccc.jpg,THQ Nordic,Experiment 101,,,,,,,2019-03-31,2021-08-18
Biomutant,Action RPG,Rated T For Teen,6.3,508.0,PC,66,65,/games/boxart/full_8383595PALFrontccc.jpg,THQ Nordic,Experiment 101,,,,,,,2019-03-31,2021-08-18
Killzone: Liberation,Top-Down Shoot-'Em-Up,Rated T For Teen,7.9,112.0,PSP,77,56,/games/boxart/full_3358961AmericaFrontccc.jpg,Sony Computer Entertainment,Guerrilla Games,7.8,0.9,0.44,,0.28,0.19,2006-10-31,
New Tales from the Borderlands,Adventure,Rated M For Mature,3.8,72.0,PC,69,62,/games/boxart/full_745630AmericaFrontccc.jpg,Unknown,Gearbox Software,,,,,,,10/21/2022,2022-10-27
New Tales from the Borderlands,Adventure,Rated M For Mature,3.8,72.0,PS5,57,14,/games/boxart/full_4030860AmericaFrontccc.jpg,Unknown,Gearbox Software,,,,,,,10/21/2022,2022-10-27
New Tales from the Borderlands,Adventure,Rated M For Mature,3.8,72.0,PS4,tbd,1,/games/boxart/full_7282776AmericaFrontccc.jpg,Unknown,Gearbox Software,,,,,,,10/21/2022,2022-10-27
Total War: WARHAMMER III - Forge of the Chaos Dwarfs,Real-Time Tactics,,6.2,19.0,PC,83,10,/games/boxart/full_7368235AmericaFrontccc.jpg,Unknown,Creative Assembly,,,,,,,4/13/2023,2023-06-23
Two Worlds II,Action RPG,Rated M For Mature,6.5,150.0,PC,75,31,/games/boxart/full_two-worlds-ii_621AmericaFront.jpg,SouthPeak Interactive,Reality Pump,6.9,,,,,,2011-02-08,
Two Worlds II,Action RPG,Rated M For Mature,6.5,150.0,PS3,70,28,/games/boxart/full_two-worlds-ii_641AmericaFront.jpg,SouthPeak Interactive,Reality Pump,6.5,0.47,0.26,0.06,0.1,0.04,2011-01-25,
Two Worlds II,Action RPG,Rated M For Mature,6.5,150.0,X360,67,50,/games/boxart/full_two-worlds-ii_839AmericaFront.jpg,SouthPeak Interactive,Reality Pump,6.5,0.54,0.4,0.03,0.07,0.04,2011-01-25,
Mega Man X: Command Mission,JRPG,Rated E For Everyone,7.5,36.0,PS2,69,27,/games/boxart/6420772ccc.jpg,Capcom,Capcom,,0.18,0.09,,0.07,0.02,2004-09-21,
Mega Man X: Command Mission,JRPG,Rated E For Everyone,7.5,36.0,GC,67,21,/games/boxart/full_2357469AmericaFrontccc.jpg,Capcom,Capcom,7.2,0.12,0.1,,0.02,0.0,2004-09-21,
Command & Conquer: Red Alert 2,Command RTS,Rated T For Teen,8.8,508.0,PC,84,29,/games/boxart/full_1499680AmericaFrontccc.jpg,Electronic Arts,Westwood Studios,8.9,1.34,1.32,,0.02,,2000-10-21,
Earthfall,Tactical FPS,Rated T For Teen,5.7,15.0,PS4,54,9,/games/boxart/full_753382AmericaFrontccc.jpg,Gearbox Software,Holospark,,0.04,0.03,,,0.01,2018-07-13,2018-05-25
Earthfall,Tactical FPS,Rated T For Teen,5.7,15.0,PC,61,16,/games/boxart/default.jpg,Gearbox Software,Holospark,,,,,,,2018-07-13,2018-05-25
Earthfall,Tactical FPS,Rated T For Teen,5.7,15.0,XOne,56,19,/games/boxart/full_7944546AmericaFrontccc.jpg,Gearbox Software,Holospark,,0.03,0.03,,,0.0,2018-07-13,2018-05-25
Speed Zone,Future Racing,Rated E For Everyone,5.3,,Wii,37,14,/games/boxart/full_9483189AmericaFrontccc.jpg,Detn8 Games,Awesome Play Ltd.,,0.07,0.01,,0.05,0.01,2009-08-18,
FlatOut: Ultimate Carnage,Auto Racing,Rated T For Teen,8.4,39.0,X360,80,44,/games/boxart/3247630ccc.jpg,Empire Interactive,Bugbear Entertainment,,0.11,0.07,,0.03,0.01,2007-10-02,
FlatOut: Ultimate Carnage,Auto Racing,Rated T For Teen,8.4,39.0,PC,79,16,/games/boxart/6254610ccc.jpg,Empire Interactive,Bugbear Entertainment,,0.01,,,0.01,0.0,2008-09-02,
Saints Row: The Third Remastered,Open-World Action,Rated M For Mature,7.0,111.0,XOne,76,15,/games/boxart/full_138304AmericaFrontccc.jpg,THQ,Volition,,,,,,,2020-05-22,2020-04-13
Saints Row: The Third Remastered,Open-World Action,Rated M For Mature,7.0,111.0,PC,70,15,/games/boxart/full_1189258AmericaFrontccc.jpg,THQ,Volition,,,,,,,2020-05-22,2020-04-13
Saints Row: The Third Remastered,Open-World Action,Rated M For Mature,7.0,111.0,PS4,74,44,/games/boxart/full_2648836AmericaFrontccc.jpg,THQ,Volition,,,,,,,2020-05-22,2020-04-13
Master of Illusion,Application,Rated E For Everyone,,,DS,69,20,/games/boxart/full_7266770AmericaFrontccc.jpg,Nintendo,Tenyo,,0.43,0.16,0.26,0.0,0.01,2007-11-26,
Human Resource Machine,Puzzle,,8.0,48.0,PC,78,12,/games/boxart/full_5430953AmericaFrontccc.jpg,Unknown,Tomorrow Corporation,,,,,,,10/15/2015,2019-02-23
Human Resource Machine,Puzzle,,8.0,48.0,NS,77,11,/games/boxart/full_4069757AmericaFrontccc.png,Tomorrow Corporation,Tomorrow Corporation,,,,,,,2017-03-16,2018-02-03
Cities XL,Management,Rated E For Everyone,5.0,31.0,PC,69,35,/games/boxart/full_2530024AmericaFrontccc.jpg,Monte Christo Multimedia,Monte Cristo Multimedia,,0.0,,,0.0,0.0,2009-10-09,
EVE Online,MMORPG,Rated T For Teen,6.7,307.0,PC,69,22,/games/boxart/full_1744414AmericaFrontccc.jpg,Simon & Schuster Interactive,CCP,,0.2,,,0.19,0.01,2003-05-06,
Call of Duty: Black Ops,Tactical FPS,Rated M For Mature,6.8,1910.0,PC,81,29,/games/boxart/full_call-of-duty-black-ops_6AmericaFront.jpg,Activision,Treyarch,8.5,1.62,0.58,,0.82,0.23,2010-11-09,
Call of Duty: Black Ops,Tactical FPS,Rated M For Mature,6.8,1910.0,PS3,88,58,/games/boxart/full_call-of-duty-black-ops_3AmericaFront.jpg,Activision,Treyarch,8.7,12.67,6.01,0.48,4.4,1.78,2010-11-09,
Call of Duty: Black Ops,Tactical FPS,Rated M For Mature,6.8,1910.0,X360,87,89,/games/boxart/full_call-of-duty-black-ops_5AmericaFront.jpg,Activision,Treyarch,8.8,14.74,9.76,0.11,3.73,1.14,2010-11-09,
Call of Duty: Black Ops,Tactical FPS,Rated M For Mature,6.8,1910.0,Wii,80,25,/games/boxart/full_call-of-duty-black-ops_0AmericaFront.jpg,Activision,Treyarch,7.5,1.37,0.8,,0.46,0.12,2010-11-09,
Call of Duty: Black Ops,Tactical FPS,Rated M For Mature,6.8,1910.0,DS,74,13,/games/boxart/full_call-of-duty-black-ops_7AmericaFront.jpg,Activision,n-Space,7.0,0.59,0.5,,0.04,0.04,2010-11-09,
Pushmo,Action Puzzle,Rated E For Everyone,8.3,217.0,3DS,90,31,/games/boxart/full_pushmo_77AmericaFront.png,Nintendo,Intelligent Systems,,,,,,,2011-12-08,
1001 Spikes,2D Platformer,Rated T For Teen,6.5,37.0,WiiU,83,6,/games/boxart/full_5177476AmericaFrontccc.png,Nicalis,Nicalis,,,,,,,2014-06-03,2018-01-27
Vanquish,Third Person Shooter,Rated M For Mature,9.6,1907.0,PS3,84,61,/games/boxart/full_vanquish_7AmericaFront.jpg,Sega,PlatinumGames,8.5,0.61,0.21,0.11,0.22,0.08,2010-10-19,
Vanquish,Third Person Shooter,Rated M For Mature,9.6,1907.0,X360,84,70,/games/boxart/full_vanquish_5AmericaFront.jpg,Sega,PlatinumGames,8.3,0.42,0.19,0.03,0.16,0.04,2010-10-19,
Vanquish,Third Person Shooter,Rated M For Mature,9.6,1907.0,PC,78,22,/games/boxart/full_vanquish_2JapanFront.jpg,Forst,Forst,,,,,,,2004-10-22,
Vanquish,Third Person Shooter,Rated M For Mature,9.6,1907.0,PC,78,22,/games/boxart/full_7090116AmericaFrontccc.jpg,Sega,PlatinumGames,,,,,,,2017-05-25,2018-11-02
Pro Evolution Soccer 2011,Soccer Sim,Rated E For Everyone,6.4,43.0,PS3,77,40,/games/boxart/full_pro-evolution-soccer-2011_2AmericaFront.jpg,Konami,Konami,6.0,2.41,0.29,0.54,1.18,0.41,2010-10-05,
Pro Evolution Soccer 2011,Soccer Sim,Rated E For Everyone,6.4,43.0,X360,79,43,/games/boxart/full_pro-evolution-soccer-2011_3AmericaFront.jpg,Konami,Konami,6.0,0.61,0.09,,0.44,0.07,2010-10-05,
Pro Evolution Soccer 2011,Soccer Sim,Rated E For Everyone,6.4,43.0,Wii,78,9,/games/boxart/full_pro-evolution-soccer-2011_0AmericaFront.jpg,Konami,Konami,,0.22,0.07,0.03,0.1,0.02,2010-11-02,
Pro Evolution Soccer 2011,Soccer Sim,Rated E For Everyone,6.4,43.0,PSP,74,10,/games/boxart/full_pro-evolution-soccer-2011_10AmericaFront.jpg,Konami,Konami,,0.79,0.05,0.29,0.3,0.16,2010-11-02,
Pro Evolution Soccer 2011,Soccer Sim,Rated E For Everyone,6.4,43.0,PC,79,9,/games/boxart/full_pro-evolution-soccer-2011_4PALFront.jpg,Konami,Konami,6.0,0.06,,,0.05,0.01,2010-10-05,
Pro Evolution Soccer 2011,Soccer Sim,Rated E For Everyone,6.4,43.0,PS2,tbd,1,/games/boxart/full_pro-evolution-soccer-2011_8AmericaFront.jpg,Konami,Konami,,0.41,0.04,0.05,0.21,0.11,2010-11-02,
Dance Dance Revolution Disney Mix,Dancing,Rated E For Everyone,,,PS,74,7,/games/boxart/full_5056852AmericaFrontccc.jpg,Konami,KCE Tokyo Inc,,0.04,0.02,,0.02,0.0,2001-09-17,
Septerra Core: Legacy of the Creator,RPG,Rated T For Teen,7.6,74.0,PC,70,20,/games/boxart/full_8039024AmericaFrontccc.png,Monolith Productions,Valkyrie Studios,,,,,,,1999-10-31,
Marvel: Ultimate Alliance,Action RPG,Rated T For Teen,7.9,113.0,X360,82,68,/games/boxart/full_8566994AmericaFrontccc.jpg,Activision,Raven Software,8.3,2.5,2.29,,0.02,0.19,2006-10-24,
Marvel: Ultimate Alliance,Action RPG,Rated T For Teen,7.9,113.0,XB,83,26,/games/boxart/full_5906660AmericaFrontccc.jpg,Activision,Raven Software,8.2,,,,,,2006-10-25,
Marvel: Ultimate Alliance,Action RPG,Rated T For Teen,7.9,113.0,PS2,81,29,/games/boxart/6346723ccc.jpg,Activision,Raven Software,8.1,0.82,0.69,,0.03,0.11,2006-10-24,
Marvel: Ultimate Alliance,Action RPG,Rated T For Teen,7.9,113.0,PS3,78,35,/games/boxart/1237275ccc.jpg,Activision,Raven Software,7.7,0.38,0.33,,0.02,0.03,2006-11-17,
Marvel: Ultimate Alliance,Action RPG,Rated T For Teen,7.9,113.0,PSP,81,19,/games/boxart/7324046ccc.jpg,Activision,Vicarious Visions,8.5,0.37,0.33,,0.0,0.03,2006-10-24,
Marvel: Ultimate Alliance,Action RPG,Rated T For Teen,7.9,113.0,Wii,73,31,/games/boxart/7126229ccc.jpg,Activision,Vicarious Visions,6.9,0.4,0.36,,0.01,0.03,2006-11-14,
Marvel: Ultimate Alliance,Action RPG,Rated T For Teen,7.9,113.0,PC,82,22,/games/boxart/5513236ccc.jpg,Activision,Raven Software,8.4,0.01,0.01,,0.0,0.0,2006-10-24,
Marvel: Ultimate Alliance,Action RPG,Rated T For Teen,7.9,113.0,GBA,tbd,3,/games/boxart/845614ccc.jpg,Activision,Barking Lizards,2.3,,,,,,2006-10-24,
NightCry,Action Adventure,Rated M For Mature,8.4,5.0,PSV,tbd,3,/games/boxart/full_7351848AmericaFrontccc.png,Unknown,Nude Maker,,,,,,,3/29/2016,2019-02-13
Mystical Ninja starring Goemon,Open-World Action,Rated E For Everyone,8.5,48.0,N64,67,10,/games/boxart/6711346ccc.jpg,Konami,Konami Computer Entertainment Osaka,,0.36,0.07,0.23,0.02,0.04,1998-04-16,
Myth: The Fallen Lords,Real-Time Strategy,Rated M For Mature,8.4,101.0,PC,91,9,/games/boxart/full_3120956AmericaFrontccc.jpg,Bungie Software,Bungie Software,,,,,,,1997-10-31,
Quantum Error,FPS,Rated M For Mature,3.5,63.0,PS5,40,16,/games/boxart/full_4115409AmericaFrontccc.jpg,TeamKill Media,TeamKill Media,,,,,,,2021-12-01,2020-06-15
The Red Lantern,Survival,Rated T For Teen,5.0,10.0,NS,65,14,/games/boxart/full_6376997AmericaFrontccc.png,"Timberline Studio, Inc.","Timberline Studio, Inc.",,,,,,,2020-12-30,2019-04-02
Caveman Warriors,2D Platformer,Rated E +10 For Everyone +10,5.6,7.0,NS,52,9,/games/boxart/full_6786650AmericaFrontccc.png,JanduSoft S.L.,JanduSoft,,,,,,,2017-12-05,2018-03-11
Final Fantasy V,JRPG,Rated E For Everyone,8.1,84.0,PC,tbd,2,/games/boxart/default.jpg,Unknown,Square Enix,,,,,,,11/6/2006,2024-01-24
From Dust,Strategy,Rated E +10 For Everyone +10,7.6,90.0,PC,76,15,/games/boxart/full_from-dust_782AmericaFront.jpg,Ubisoft,Ubisoft Montpellier,8.2,0.0,0.0,,,0.0,2011-08-17,
Kill Strain,Third Person Shooter,Rated T For Teen,7.2,31.0,PS4,53,8,/games/boxart/full_5586585AmericaFrontccc.jpg,Sony Interactive Entertainment,SIE San Diego Studio,,,,,,,2016-07-12,2018-09-17
Kingdom Under Fire: Heroes,Real-Time Strategy,Rated M For Mature,6.9,18.0,XB,78,55,/games/boxart/full_5658127AmericaFrontccc.jpg,Microsoft,Phantagram,,0.15,0.11,,0.03,0.01,2005-09-20,
Drake of the 99 Dragons,Third Person Shooter,Rated T For Teen,1.8,29.0,PC,tbd,2,/games/boxart/full_9726014AmericaFrontccc.jpg,Majesco,Idol FX,,,,,,,2003-11-03,
Drake of the 99 Dragons,Third Person Shooter,Rated T For Teen,1.8,29.0,XB,22,16,/games/boxart/full_8697582AmericaFrontccc.jpg,Majesco,Idol FX,,0.07,0.05,,0.01,0.0,2003-11-03,
The Outlast Trials,Survival,,,,PC,tbd,7,/games/boxart/full_6057614AmericaFrontccc.jpg,Unknown,Red Barrels,,,,,,,3/5/2024,2019-12-06
Dark Void Zero,2D Platformer,Rated E For Everyone,5.7,7.0,PC,tbd,2,/games/boxart/full_497455AmericaFrontccc.jpg,Capcom,Other Ocean Interactive,,,,,,,2010-04-12,
Reign of Fire,Third Person Shooter,Rated M For Mature,6.8,,XB,54,13,/games/boxart/8421577ccc.jpg,BAM! Entertainment,Kuju Entertainment,,0.1,0.07,,0.02,0.0,2002-10-22,
Reign of Fire,Third Person Shooter,Rated M For Mature,6.8,,GC,54,9,/games/boxart/3567655ccc.jpg,BAM! Entertainment,Kuju Entertainment,,0.11,0.08,,0.02,0.0,2002-11-26,
Reign of Fire,Third Person Shooter,Rated M For Mature,6.8,,PS2,56,16,/games/boxart/8149470ccc.jpg,BAM! Entertainment,Kuju Entertainment,,0.27,0.13,,0.1,0.03,2002-10-22,
Reign of Fire,Third Person Shooter,Rated M For Mature,6.8,,GBA,61,9,/games/boxart/full_724885AmericaFrontccc.jpg,BAM! Entertainment,Crawfish Interactive,,0.05,0.03,,0.01,0.0,2002-10-31,
IndyCar Series,Auto Racing Sim,Rated E For Everyone,,,PC,72,9,/games/boxart/full_2155736AmericaFrontccc.jpg,Codemasters,Brain in a Jar,,,,,,,2003-09-23,
IndyCar Series,Auto Racing Sim,Rated E For Everyone,,,PS2,69,20,/games/boxart/full_9552450AmericaFrontccc.jpg,Codemasters,Brain in a Jar,,0.12,0.06,,0.05,0.02,2003-05-21,
IndyCar Series,Auto Racing Sim,Rated E For Everyone,,,XB,71,8,/games/boxart/full_indycar-series_897AmericaFront.jpg,Codemasters,Brain in a Jar,,0.05,0.04,,0.01,0.0,2003-06-26,
Dance Dance Revolution Extreme,Dancing,Rated E For Everyone,4.0,,PS2,77,26,/games/boxart/full_9917743AmericaFrontccc.jpg,Konami,Konami Computer Entertainment Tokyo,,2.13,1.04,,0.81,0.27,2004-09-21,
The Lord of the Rings: Return to Moria,Sandbox,Rated T For Teen,7.1,105.0,PC,59,37,/games/boxart/full_1627807AmericaFrontccc.png,Unknown,Free Range Games,,,,,,,10/24/2023,2023-09-12
The Lord of the Rings: Return to Moria,Sandbox,Rated T For Teen,7.1,105.0,PS5,51,4,/games/boxart/full_608014AmericaFrontccc.png,Unknown,Free Range Games,,,,,,,10/24/2023,2023-09-12
Mechanic Master,Puzzle,Rated E For Everyone,,,DS,76,9,/games/boxart/full_8125215AmericaFrontccc.jpg,Midway Games,Most Wanted Entertainment,,0.11,0.1,,0.0,0.01,2008-10-21,
God of War: Chains of Olympus,Linear Action Adventure,Rated M For Mature,8.6,1047.0,PSP,91,79,/games/boxart/full_3484636AmericaFrontccc.jpg,Sony Computer Entertainment,Ready at Dawn,8.9,,,,,,2008-03-04,
Ratchet & Clank,3D Platformer,Rated T For Teen,8.8,520.0,PS2,88,43,/games/boxart/6911521ccc.jpg,Sony Computer Entertainment,Insomniac Games,,,,,,,2002-11-07,
Age of Empires: Mythologies,Turn-Based Tactics,Rated E +10 For Everyone +10,7.8,43.0,DS,78,28,/games/boxart/full_6310762AmericaFrontccc.jpg,THQ,Griptonite,8.2,0.21,0.16,,0.03,0.02,2008-11-24,
Republic: The Revolution,Real-Time Strategy,Rated T For Teen,6.0,11.0,PC,62,21,/games/boxart/full_republic-the-revolution_835AmericaFront.jpg,Eidos Interactive,Elixir Studios,,,,,,,2003-08-27,
Grand Prix Challenge,Auto Racing Sim,Rated E For Everyone,,,PS2,76,9,/games/boxart/1026583ccc.jpg,Atari,Atari,,0.08,0.04,,0.03,0.01,2003-03-03,
Vanishing Point,Auto Racing,Rated E For Everyone,8.2,11.0,DC,80,16,/games/boxart/6959580ccc.jpg,Acclaim Entertainment,Clockwork Games,,,,,,,2000-12-21,
Vanishing Point,Auto Racing,Rated E For Everyone,8.2,11.0,PS,68,11,/games/boxart/full_823491AmericaFrontccc.jpg,Acclaim Entertainment,Clockwork Games,,0.1,0.06,,0.04,0.01,2001-02-05,
Gungrave,Third Person Shooter,Rated M For Mature,7.7,24.0,PS2,65,28,/games/boxart/3895409ccc.jpg,Sega,"Ikusabune Inc. / Positron Co., Ltd",,0.19,0.09,,0.07,0.02,2002-09-16,
Guild Wars 2: End of Dragons,MMORPG,Rated T For Teen,7.4,120.0,PC,81,12,/games/boxart/full_2074169AmericaFrontccc.jpg,Unknown,ArenaNet,,,,,,,2/28/2022,2022-11-20
Star Wars: Jedi Starfighter,Space Combat Sim,Rated T For Teen,8.5,23.0,PS2,81,22,/games/boxart/9971233ccc.jpg,LucasArts,Secret Level,,0.5,0.24,,0.19,0.06,2002-03-10,
Star Wars: Jedi Starfighter,Space Combat Sim,Rated T For Teen,8.5,23.0,XB,78,22,/games/boxart/426602ccc.jpg,LucasArts,Secret Level,,0.44,0.35,,0.07,0.02,2002-05-13,
WWE Crush Hour,Vehicle Combat Sim,Rated T For Teen,,,GC,55,14,/games/boxart/full_4684355AmericaFrontccc.jpg,THQ,Pacific Coast Power & Light,,0.08,0.06,,0.02,0.0,2003-03-17,
WWE Crush Hour,Vehicle Combat Sim,Rated T For Teen,,,PS2,56,13,/games/boxart/4078331ccc.jpg,THQ,Pacific Coast Power & Light,,0.35,0.17,,0.13,0.04,2003-03-17,
Dead Cells,Metroidvania,Rated T For Teen,8.4,566.0,PC,89,35,/games/boxart/full_7989462AmericaFrontccc.jpg,Motion Twin,Motion Twin,,,,,,,2017-05-10,2018-08-06
Dead Cells,Metroidvania,Rated T For Teen,8.4,566.0,PS4,87,32,/games/boxart/full_5428149AmericaFrontccc.jpg,Merge Games,Motion Twin,,0.05,0.04,,,0.01,2018-08-15,2018-08-06
Dead Cells,Metroidvania,Rated T For Teen,8.4,566.0,NS,89,40,/games/boxart/full_9596376AmericaFrontccc.jpg,Merge Games,Motion Twin,9.3,0.11,0.08,,0.02,0.01,2018-08-15,2018-08-06
Dead Cells,Metroidvania,Rated T For Teen,8.4,566.0,XOne,91,18,/games/boxart/full_6680907AmericaFrontccc.jpg,Merge Games,Motion Twin,,,,,,,2018-08-15,2018-08-06
Pro Evolution Soccer 2010,Soccer Sim,Rated E For Everyone,6.7,44.0,PS3,78,42,/games/boxart/full_4520839AmericaFrontccc.jpg,Konami,Konami,7.0,2.28,0.3,0.46,1.27,0.26,2009-11-03,
Pro Evolution Soccer 2010,Soccer Sim,Rated E For Everyone,6.7,44.0,X360,78,34,/games/boxart/full_3122149AmericaFrontccc.jpg,Konami,Konami,7.0,0.81,0.12,0.03,0.58,0.08,2009-11-03,
Pro Evolution Soccer 2010,Soccer Sim,Rated E For Everyone,6.7,44.0,PC,78,8,/games/boxart/full_8209AmericaFrontccc.jpg,Konami,Konami,,0.01,,,0.01,0.0,2009-10-23,
Pro Evolution Soccer 2010,Soccer Sim,Rated E For Everyone,6.7,44.0,PS2,tbd,2,/games/boxart/full_9385635AmericaFrontccc.jpg,Konami,Konami,7.2,1.57,0.1,0.12,0.18,1.16,2009-11-10,
Pro Evolution Soccer 2010,Soccer Sim,Rated E For Everyone,6.7,44.0,Wii,82,13,/games/boxart/full_2287522AmericaFrontccc.jpg,Konami,Konami,8.1,0.51,0.12,0.06,0.27,0.05,2009-11-10,
Pro Evolution Soccer 2010,Soccer Sim,Rated E For Everyone,6.7,44.0,PSP,72,9,/games/boxart/full_4517465AmericaFrontccc.jpg,Konami,Konami,,0.8,0.09,0.2,0.33,0.18,2009-11-10,
X-Blades,3D Beat-'Em-Up,Rated M For Mature,5.3,13.0,PS3,50,31,/games/boxart/full_9552426AmericaFrontccc.jpg,SouthPeak Interactive,Gaijin Entertainment,5.9,0.14,0.07,0.02,0.03,0.01,2009-02-10,
X-Blades,3D Beat-'Em-Up,Rated M For Mature,5.3,13.0,PC,54,17,/games/boxart/full_6571916AmericaFrontccc.jpg,SouthPeak Interactive,Gaijin Entertainment,6.4,0.0,,,0.0,,2009-02-10,
X-Blades,3D Beat-'Em-Up,Rated M For Mature,5.3,13.0,X360,50,39,/games/boxart/full_4553728AmericaFrontccc.jpg,SouthPeak Interactive,Gaijin Entertainment,6.0,0.14,0.1,0.02,0.02,0.01,2009-02-10,
The Scorpion King: Rise of the Akkadian,3D Beat-'Em-Up,Rated T For Teen,,,GC,49,7,/games/boxart/full_9859375AmericaFrontccc.jpg,Universal Interactive,Point of View,5.2,0.11,0.08,,0.02,0.0,2002-09-11,
The Scorpion King: Rise of the Akkadian,3D Beat-'Em-Up,Rated T For Teen,,,PS2,47,12,/games/boxart/2471925ccc.jpg,Universal Interactive,Point of View,,0.23,0.11,,0.09,0.03,2002-09-10,
Star Wars Galaxies: An Empire Divided,MMORPG,Rated T For Teen,6.4,43.0,PC,71,33,/games/boxart/full_1579116AmericaFrontccc.jpg,LucasArts,Sony Online Entertainment,,,,,,,2003-07-09,
Game & Watch Gallery 4,Compilation,Rated E For Everyone,7.0,,GBA,71,14,/games/boxart/7351646ccc.jpg,Nintendo,Nintendo,6.4,0.61,0.43,,0.16,0.01,2002-10-28,
Tchia,Open-World Action,Rated T For Teen,6.7,121.0,PC,76,35,/games/boxart/full_4374818AmericaFrontccc.jpg,Unknown,Awaceb,,,,,,,3/21/2023,2023-02-23
Tchia,Open-World Action,Rated T For Teen,6.7,121.0,PS5,77,37,/games/boxart/full_2587032AmericaFrontccc.jpg,Unknown,Awaceb,,,,,,,3/21/2023,2023-02-23
Tchia,Open-World Action,Rated T For Teen,6.7,121.0,PS4,tbd,1,/games/boxart/full_470264AmericaFrontccc.jpg,Unknown,Awaceb,,,,,,,3/21/2023,2023-02-23
Showtime Championship Boxing,Combat Sport,Rated E +10 For Everyone +10,,,DS,33,4,/games/boxart/full_6661936AmericaFrontccc.jpg,DSI Games,Nikitova Games,,0.06,0.06,,,0.0,2007-11-10,
Showtime Championship Boxing,Combat Sport,Rated E +10 For Everyone +10,,,Wii,35,7,/games/boxart/3437676ccc.jpg,DSI Games,Nikitova Games,,0.06,0.06,,0.0,0.0,2007-12-13,
